委员会;0.125393709776
党员;0.12099173866
社会主义;0.0857609439275
各级;0.0661285180454
党组织;0.0656879127305
纪律检查;0.0552154591611
组织;0.0544618522571
工作;0.0541672242759
中央委员会;0.051131084011
坚持;0.0506956890353
必须;0.0504709993944
领导;0.0498151956862
决定;0.0485858086975
上级;0.0453718436624
发展;0.0447221873254
群众;0.0433876969784
中国共产党;0.0431542767699
建设;0.042830580217
同级;0.0375008124649
党的纪律;0.0370635520179
人民;0.0345579432357
支部;0.0319436229873
批准;0.0307371151751
选举;0.0289005901451
代表大会;0.0286204041009
常务委员会;0.0264851502274
预备党员;0.0260913980667
新党章;0.0257825510868
应当;0.0253602339992
地方;0.0251093201346
下级组织;0.0250332268222
干部;0.0238581998513
讨论;0.0238113883084
全体会议;0.0226468758261
现代化;0.0217241816014
马克思列宁主义;0.0210529645629
问题;0.0210345678632
委员;0.0203716935564
机关;0.020276268544
维护;0.0199523386543
特色;0.0198601297435
代表;0.0197413795049
团结;0.0195675813293
中国;0.0195088899444
改革开放;0.0192985740767
中央政治局;0.0188999787827
毛泽东思想;0.0188656408773
全国代表大会;0.0188496198914
一级;0.0188171076399
候补委员;0.0188014846519
三个代表;0.0187863790853
基层;0.0187578938957
党的基本;0.018439483849
邓小平理论;0.0184060328089
方针;0.018102288708
思想;0.0180038923684
基层组织;0.017860767319
作出;0.0173663026795
文化;0.0173621033489
加强;0.0172655095836
进行;0.0169543205232
执行;0.0168554237188
意见;0.0167118329369
可以;0.0166087909977
政治;0.0165483962168
任何;0.0163831724517
处分;0.0163295626803
监督;0.0162895892147
党组;0.0162804623631
原则;0.016261741973
经济;0.0162585889861
社会;0.0161677220756
教育;0.0161440274207
中党;0.0158611395982
报告;0.0158014861731
事业;0.0156645670903
中央;0.0156594588832
民主;0.0154490527193
国家;0.015164690645
党内;0.0143918901862
并报;0.0143418207715
党的领导;0.0141886017736
书记;0.0141863608501
我国;0.0140325808574
保证;0.0139573134711
职权;0.0138512902247
科学;0.0137430272815
政策;0.0137245508975
情况;0.0136714040628
对党;0.0135952625128
决议;0.0135511299906
共产主义;0.0134664367762
实行;0.0132126673482
党徽;0.0131735004284
要求;0.0130967051391
正式;0.0129684994629
重要;0.0129303232582
产生;0.0129092826197
每届;0.0128252460257
预备期;0.0125166134111
